entry_angle,speed,speed_variance,stop_duration,time_of_intrusion,path_deviation
43.93376454,0.379488181,0.404686263,107.8774256,19,1.030123403
178.2636876,2.589583368,1.408617458,83.14587185,9,1.0
12.3798676,0.834064215,0.903980967,0.0,22,1.276384968
327.3553447,2.153479027,0.389246266,180.2050548,23,1.0
93.16079338,0.523732688,0.957062463,137.7080139,14,1.471694964
238.5080224,3.15426967,0.095513439,73.34385178,6,1.636430554
112.2159874,1.214871174,0.378929126,0.0,15,1.497552658
187.2244876,3.447358736,0.0,150.1467624,16,1.277471202
196.8157006,2.991078026,0.841481958,87.89450424,19,1.771800486
66.54760399,2.601154216,0.133776587,262.2810308,12,1.471352984
349.050466,1.631736177,0.567768946,265.1261783,9,1.241927885
279.0478164,0.939271934,0.0,0.0,8,1.248950426
338.219619,3.485633381,0.680166365,0.0,6,1.0
322.1378462,1.961578971,0.570337323,271.8368841,11,1.0
298.3455033,1.787056654,0.027744135,151.9855865,16,1.375755702
128.4311976,2.889605982,0.196104395,0.0,11,1.0
101.1364235,3.033717051,0.944062164,0.0,14,1.378459842
195.3705899,2.736520476,0.0,0.0,21,2.211035225
50.73272099,3.950229014,0.538028719,0.0,11,1.020876678
288.7909131,3.994470143,0.479379983,0.0,2,1.182529031
26.83823172,0.978668566,0.29686642,93.31017489,9,1.0
355.2792972,1.496623814,0.079072835,0.0,19,1.739793242
278.0081169,0.949022386,0.0,0.0,16,1.80362356
71.53764535,0.543370219,0.082669376,192.216046,13,1.0
1.987962164,1.619664152,0.566758365,49.88560545,12,1.237135299
293.5661142,1.653565153,0.839062935,0.0,12,1.468289183
254.4686438,0.350617402,1.244772602,72.85336847,7,1.326869749
262.4425805,2.521090028,0.733793337,0.0,13,1.0
277.6573248,1.836445896,0.837110545,0.0,1,1.0
26.65607462,1.545574347,1.243286419,0.0,18,1.0
129.0476623,0.314717365,0.735331684,281.1681252,22,1.709778873
41.71286143,3.876659557,0.993231524,0.0,1,1.565392765
310.7172333,0.961582255,0.448163246,0.0,11,1.96734886
224.3873257,2.910370756,0.888500436,0.0,19,1.0
119.1232889,1.999924827,0.683998994,0.0,11,1.419835573
22.8810061,0.69389808,0.503262403,0.0,22,1.354444055
111.9536358,2.581409712,1.218880887,0.0,18,1.448542093
117.0659959,3.442508195,0.118763428,202.5090323,15,1.543844594
262.6582242,0.803152324,0.256035522,279.5279158,1,2.5
229.5206897,1.86641513,1.071041871,72.09250095,7,2.5
319.3965873,3.214956789,0.988459623,0.0,1,1.44367942
169.9973731,3.462071517,0.605078838,0.0,9,1.94594757
43.05392854,1.888735789,0.735877476,0.0,15,1.0
256.7681234,1.381857625,0.806953605,0.0,6,1.260248537
273.8826175,2.708923241,0.746006244,0.0,18,1.0
202.0597911,0.971890399,0.69646244,78.9330042,19,1.400845822
277.5481848,3.521947129,0.263811568,226.9116738,21,1.510317776
177.7664147,2.212289306,1.095292789,54.31066045,2,2.219727418
188.1838186,3.55082903,0.518379441,211.8667876,16,1.0
153.9147666,0.88192685,0.203769147,0.0,7,1.830461257
9.150885628,0.871802336,0.653638784,136.6825842,3,1.134637398
38.84091372,1.521394736,0.737285239,0.0,0,1.076746465
11.31450685,1.030868133,0.758141974,0.0,17,1.205797442
229.1077481,0.379633724,0.989114122,0.0,21,2.092273262
113.1681532,1.870329035,0.448076648,153.6249634,0,1.0
183.0854488,0.977501947,0.573937242,246.3279952,8,1.480890073
326.7239306,3.271473557,0.262418871,34.578024,13,1.750429866
89.74520249,0.315511675,0.693487362,0.0,6,1.0
147.7378523,2.316339781,0.256540148,153.4136217,7,1.513277232
271.9984099,2.857291139,0.364033337,135.7422222,7,1.010653511
82.36733958,3.427885422,0.993380556,0.0,21,2.085134078
27.71276754,0.617110325,0.65459193,191.4477843,23,1.0
104.310523,1.747574636,1.169826376,99.19334209,22,1.531686782
58.03966341,0.325598869,1.070687011,31.43805348,0,1.127093507
334.6911548,3.216202374,0.686297542,43.65548059,2,1.244153958
290.9233366,1.076867103,0.741484417,0.0,8,1.184432029
228.0253523,3.697473985,0.504601697,260.8877869,7,1.744042293
313.7258125,0.777283122,1.017562963,175.7134407,4,1.377971863
289.3219477,1.327099665,0.745249782,0.0,0,1.0
67.1652212,3.060821376,0.963824373,51.58120564,1,1.452581539
321.3212395,0.301310921,0.341254191,78.23878257,9,1.412710964
153.7588039,1.375176398,0.975719201,0.0,23,1.421391485
294.4853157,1.42741512,1.068687485,48.60900053,8,1.45503303
309.86301,1.335247836,1.008272714,0.0,17,1.76759098
2.502766991,1.280429862,0.649587426,53.68211822,18,1.850085682
183.8690289,3.07817801,1.074597616,0.0,18,1.518871258
150.2679611,1.852924358,0.142852751,0.0,16,1.559774362
79.95881177,3.589324309,0.829388855,0.0,1,1.385509041
43.15153224,3.001858809,0.886580037,142.0759519,9,2.267609449
121.5414617,1.651400359,0.800496686,0.0,4,1.0
339.4474934,0.946903564,0.223852021,134.8641159,6,1.041420136
116.3530555,3.764101034,0.691743224,112.3831963,5,1.0
186.7646238,0.758014425,0.497559197,0.0,1,2.147190723
253.0868252,1.349264906,0.0,89.59730469,7,1.218847265
130.9066569,1.032196422,0.128914432,91.53106903,3,1.0
349.8415498,2.506168806,1.064503269,198.6108912,17,1.0
346.4810262,2.037160668,0.440834233,0.0,3,1.529983799
90.6416265,0.805336702,1.022452213,0.0,7,1.320116494
179.0094621,1.965902992,1.057460324,0.0,16,1.266667506
108.3161915,0.362914796,0.818496303,0.0,13,1.389546643
102.542578,2.818378749,0.354227548,122.4728503,7,1.764444858
13.27930105,0.808274248,0.977693832,0.0,13,1.677057763
219.4431602,3.135781097,0.685422529,177.0093899,7,1.0
180.9644484,1.217155333,0.617867173,66.93302602,13,1.426199886
18.53235045,3.123627761,0.23535722,0.0,22,1.92814834
100.3127271,1.751826388,0.399687061,0.0,10,1.394193404
326.9757189,0.757492508,0.241177962,0.0,8,1.07136453
86.24228064,0.791948014,0.983652068,0.0,16,1.0
52.16215395,1.832843093,1.213747709,0.0,16,1.401948059
176.2029937,0.717664035,0.969474173,174.452741,11,1.221957245
354.8341635,1.694019946,0.679569151,50.90620587,19,1.21481924
87.13989774,1.922694984,0.477264896,78.01980699,1,1.392322501
241.9687971,3.408526574,0.790566475,0.0,23,1.030135083
274.1830615,1.616712331,0.433169595,0.0,16,1.816919092
85.54951584,0.462330785,0.587455251,0.0,19,1.271701461
262.1578855,1.710141883,0.271412827,0.0,10,2.09440332
132.4019278,2.963106794,0.860256337,0.0,8,1.713319515
227.630099,2.236393621,0.880363302,0.0,17,1.269624667
228.0706959,0.733365167,0.963542254,0.0,5,1.0
192.8788863,0.501556424,0.823114243,51.901801,3,1.565173786
32.50431722,2.327411636,0.795188056,126.1411851,13,1.489175873
300.7088984,0.758915766,0.182471187,0.0,19,1.019873532
115.4808234,0.329505292,0.165729308,110.3627402,21,1.0
67.14666374,1.359973518,0.732422477,0.0,9,1.294712108
14.67905096,3.884293206,1.040359159,0.0,3,1.393632262
212.7214595,0.610551953,0.493107386,119.2509102,14,1.364041732
243.9231703,2.907497908,0.602243513,60.03340262,8,1.30130285
5.971618414,0.890332648,0.606398432,268.9623785,11,1.778061004
184.353501,2.709835681,0.0,232.0469626,7,1.045783564
81.53847907,2.127326666,0.696169767,83.57664529,23,2.058202098
232.2622045,1.612854774,0.380059189,119.6144323,4,1.0
62.77191444,1.843440444,0.844432172,58.92170833,15,1.008585269
248.7375857,1.12261922,0.587465084,44.92501676,21,1.0
139.2247247,1.195872185,0.528294986,51.000418,14,1.388306217
337.2227959,3.096431821,0.537008384,0.0,16,1.459591751
49.50753989,2.677941674,0.469192142,0.0,0,2.001363845
122.7838864,0.453860498,0.055380663,0.0,11,1.385598981
40.85046765,1.308843809,0.981339425,0.0,19,1.638728726
332.8897026,2.661823771,0.346438421,0.0,18,1.0
315.8421672,1.790592129,0.412899103,133.0967877,4,1.0
92.85898598,3.033320992,0.631626182,0.0,14,1.823327757
237.5942566,1.895934496,0.153778804,0.0,8,1.676597858
294.1999921,2.523819784,0.400368097,41.59945979,2,1.395617891
199.8722922,1.09493201,1.366597207,0.0,11,1.0
190.6742082,0.591938665,0.734693746,118.9188773,22,2.272307418
87.06682472,1.873907239,0.25687887,0.0,18,1.631521839
33.51699641,1.757305595,0.0,0.0,14,1.023461691
322.9976729,1.49319552,1.000557697,249.2958173,2,1.321120769
324.1505006,1.021388847,0.195166688,0.0,19,1.0
256.3845197,0.423949645,1.102743148,0.0,5,1.42184234
85.4096715,2.973220087,0.043825882,0.0,22,1.673649412
117.1438913,0.396409811,0.88607961,241.50646,17,1.08372782
268.7369058,0.775655616,0.0,0.0,13,1.296643211
233.8678437,2.065827537,0.603047401,0.0,11,1.501217229
305.7204278,1.669942613,0.953992313,44.98020877,5,1.761540131
236.7406412,0.301769285,0.0,0.0,21,1.0
204.5910972,3.946614159,0.388648356,65.74980884,19,1.231697558
33.72291642,3.167224432,0.66132478,141.2942558,19,1.0
132.3776891,3.783939826,0.462327821,0.0,17,1.518931584
95.47285237,1.831534972,0.33157017,0.0,2,1.177069688
87.83627162,0.722392305,0.546609812,0.0,5,1.625864847
350.2837997,1.645490539,1.015009529,0.0,3,1.0
141.5151809,3.194797782,1.147581963,0.0,18,1.110425135
321.1367599,1.405182104,0.882008466,196.702795,16,2.101450199
227.2099054,2.370217461,1.221344504,0.0,10,1.218557238
286.1320693,1.489179962,0.386087772,102.8474251,13,1.732755055
180.9493535,0.807352511,0.838713863,0.0,10,1.0
207.6853985,1.204451326,0.192461384,194.6625425,18,1.0
177.3063698,0.519969064,1.772449779,253.8629473,16,1.86209167
70.28747561,0.504059701,0.640058825,78.70227166,3,1.622352599
260.0827615,1.474727785,0.921642772,0.0,11,1.132997102
101.0780505,1.756294924,0.0,0.0,3,1.953652862
8.753747915,2.383189899,0.912533818,183.1606319,11,1.051542068
232.3700265,1.397681135,0.645479696,264.9341959,16,1.0
63.75984459,0.584426122,0.78564196,257.359561,14,1.306184781
338.5650904,1.25270786,0.605428873,166.9945218,6,1.19179682
307.083404,1.7741715,1.057570442,221.2775224,23,1.320343879
106.0016011,2.987577541,0.0,72.47888273,8,1.432752955
138.6351823,0.444302312,0.059252933,0.0,0,1.028291097
306.4092017,3.367345043,0.328707691,0.0,5,1.29646413
114.0919219,0.517103055,0.0,0.0,15,1.290013131
61.01738881,3.666458528,0.434775126,175.3766054,14,1.572266455
200.4484545,2.826982583,0.611247182,84.48250017,1,1.66317965
337.0157187,1.735947202,0.859443787,0.0,12,1.148261035
250.5707268,0.508513432,0.672230566,0.0,23,1.776908183
205.2220212,3.364366332,0.602095914,200.4279708,4,1.081817315
34.98353776,1.696539022,1.009496516,117.0401849,15,1.746596481
221.4026016,1.120738353,0.95595327,64.86849027,0,1.036998955
356.419386,0.769912459,1.363136499,0.0,20,1.0
50.43024549,0.605445836,0.674649538,122.0190881,9,1.18095128
186.5986749,0.568641751,0.0,0.0,15,1.201355177
315.8543059,1.985033845,0.770879447,129.529445,12,1.0
266.6767024,1.205093754,1.507612485,0.0,20,1.148289556
250.9256668,0.928760435,1.010394438,68.13959727,1,1.083196774
252.8942702,0.89401136,1.102120028,0.0,3,1.301086743
129.4168144,1.716331027,0.637931949,0.0,21,1.518981308
105.6930639,0.416970061,0.96525466,0.0,0,1.267166472
291.370016,1.546594263,1.123171413,268.7446059,10,1.0
291.6408221,0.807567213,0.466299874,131.5749577,8,1.154422091
312.1460347,1.393480551,0.39968682,274.5012438,22,1.696484788
328.7665989,1.97911217,0.781881225,61.95489413,5,1.0348356
184.0832636,3.431739087,0.987704612,184.3126131,0,1.0
180.5458661,1.456240044,0.0,0.0,7,1.0
287.3862644,1.880348196,0.522088253,0.0,7,1.026302077
233.9870151,3.510684031,0.0,180.3905096,3,1.630105383
252.7080758,0.955439927,0.550969108,65.49896854,3,1.007701848
286.485361,2.889658515,1.275845782,173.6750756,0,1.285473593
320.4019231,1.894714105,0.350392656,0.0,7,1.104034818
12.93921857,2.340591169,0.614927181,0.0,18,1.0
167.6152865,2.484344246,0.828186736,66.5393218,10,1.0
195.3520685,1.381175001,0.810633331,88.56463144,19,1.0
103.1548508,1.608512343,0.318501719,0.0,9,1.644508231
212.6999738,0.328341477,0.0,0.0,5,1.216767013
10.98008998,1.504038008,0.241190291,292.006798,6,1.326274666
13.44534795,0.945209194,1.175492366,222.6472487,1,1.199692375
296.1362018,1.643324314,1.485285274,257.3520079,22,1.219295996
129.6686309,0.610153153,0.563592637,0.0,17,1.676777413
45.74178455,1.475650984,1.160072019,145.7800322,17,1.706413063
188.0075736,1.706844357,0.48104073,0.0,16,2.01555227
277.1976791,2.656714705,0.739613246,46.09379977,12,1.0
77.6955699,0.442207756,0.354318011,0.0,14,1.143661243
224.2405713,0.523158853,1.005819415,150.4006719,10,1.377988171
30.7250874,1.071252685,0.344553645,121.3784815,6,1.929302195
18.60541962,3.88244327,0.2429546,0.0,16,1.022167478
191.2876674,1.176613693,0.618700395,0.0,18,1.678250874
194.6286438,2.483739272,0.926706568,0.0,7,1.056107704
229.4747645,1.861362719,0.665461245,92.9192573,16,1.689459617
261.3928801,3.300327065,0.412389306,0.0,15,1.337241364
351.3067486,1.109624986,0.240128751,0.0,13,1.0
185.8681254,1.400149554,0.0,130.289046,21,1.25278656
116.2643303,0.849342025,0.417498765,255.0212808,17,1.545589645
286.2670301,0.842305136,0.538834466,0.0,8,1.0
97.49961045,1.406538314,0.821584223,0.0,17,1.663986894
158.0297115,1.039932189,0.133157049,0.0,21,1.0
28.24429728,0.586662936,0.86727504,65.95246028,19,1.212645076
9.12626763,1.932130073,0.362336629,116.2540707,15,1.256377522
346.5534293,2.835210495,0.394491762,235.2550571,16,1.0
300.9528434,3.220951023,1.099487907,108.9722605,16,1.054168541
250.5507142,0.466122393,0.0,0.0,15,1.46712725
147.22306,2.796710644,0.109268424,0.0,18,2.045169608
62.38595523,2.416972413,0.618258223,37.8194357,10,1.629018357
220.2194686,3.914213106,0.70027671,0.0,20,1.249436711
151.0560225,0.41038207,0.01362535,0.0,11,1.202091747
89.18315622,1.738559498,0.382888408,182.8140941,2,1.47671764
128.1501643,2.376560698,1.289985233,0.0,8,1.689995322
272.8245998,3.442939076,0.863340937,0.0,11,1.143051018
5.181655907,3.232403717,1.046154424,203.488668,7,1.0
41.78615058,1.200266155,0.144672933,248.9217996,18,1.267968212
16.56095113,3.042004346,1.090111381,249.3213783,4,1.0
14.66236883,1.968901717,0.030418796,96.77995003,20,2.073356257
307.9658102,3.502140958,0.043072319,287.2043278,4,1.0
253.3168294,1.233848369,0.934047725,152.548765,7,1.252872154
170.7025785,2.231426599,0.067567828,96.68021167,2,1.015890268
35.22029783,0.920594879,1.207024382,0.0,18,1.092796491
176.981715,1.591449931,0.099036049,0.0,23,1.633646973
170.4498375,0.998992174,0.211175069,116.2676103,8,1.721183016
62.35267317,3.415784061,1.061268625,0.0,20,1.562336385
156.1865937,1.419105086,0.351699156,0.0,23,1.687197887
143.4617044,2.865128999,0.91806193,50.196024,13,1.08950958
221.7060353,1.243661013,0.154645454,69.68122723,20,1.0
228.6337143,1.393448153,0.489359704,0.0,19,1.000333011
16.30944352,1.420134554,0.896345967,0.0,1,1.472421364
134.8605413,0.994397906,0.261710353,0.0,14,1.786782401
225.3095697,2.812549601,1.009090738,0.0,3,1.0
181.1290531,0.346318105,0.455885797,0.0,1,1.157861654
308.3363428,0.461823118,0.648036467,0.0,22,1.190791347
237.1297074,3.27670861,0.198934991,223.1374061,22,1.0
58.65639375,3.704139676,0.291855303,0.0,8,1.538745531
25.40474906,0.471703066,0.262343058,0.0,3,1.699434988
231.2709402,1.42921078,0.356410692,0.0,4,2.281179614
9.544071795,1.254881956,1.218481221,88.35138996,10,2.089971114
210.8792093,3.426506063,1.048315966,207.3425911,3,1.616020953
338.4828869,0.458388709,0.780719831,112.1129432,3,1.116106809
207.170704,1.473539647,0.336552706,128.111238,14,1.582786052
139.7411734,0.834542341,0.263168418,66.45812907,4,1.0
231.5837586,0.352460809,0.212154283,0.0,2,1.564511732
164.9710406,0.992428915,0.478466505,143.8435921,15,1.446263331
196.4220442,3.070795055,0.712051686,0.0,22,1.330769865
338.9273312,0.318443133,0.845708623,130.2133458,0,1.0
138.9969496,1.91289598,0.605763267,111.9876836,0,1.617555834
346.028603,0.412275713,0.826179248,165.1549237,0,1.0
325.9262311,1.456894555,0.974380522,0.0,2,1.72209017
70.48480852,1.894521244,0.451297573,0.0,8,1.54037579
24.97006832,1.143310036,1.039352056,0.0,12,1.471782484
36.2800805,0.362043082,0.206506591,214.7250142,23,1.0
6.559857235,1.587974248,0.834552767,0.0,12,1.039092468
33.99946587,1.125378884,0.612785636,140.7692491,20,1.0
245.8824384,0.535311765,0.670120022,94.7786079,22,1.636087358
25.62791345,3.457418497,0.452879413,186.8131021,12,1.314519884
114.8312269,1.156634181,1.098928435,0.0,20,1.085012151
304.1551119,1.542570203,0.358305486,40.81652991,7,1.245465284
8.377896865,1.989206526,1.154983291,0.0,7,1.719912923
293.2086537,1.709123841,1.157612827,0.0,18,1.0
101.4677189,3.978204029,0.780444835,101.2591933,4,1.124626985
42.53933794,0.951393419,0.474865353,201.6769436,23,1.0
250.8253795,3.934110806,0.264890642,0.0,9,1.0
226.4194248,1.626916279,0.0,147.792897,18,1.199661275
315.8899249,3.192912213,0.815951247,0.0,2,1.73369982
264.6255758,3.605732745,0.15540198,0.0,21,1.556720177
289.2531349,1.969925574,0.211406711,239.5076502,6,1.695819948
101.5324461,0.968934966,0.820403133,0.0,22,1.565305411
63.87823576,1.836938845,0.428046,0.0,5,1.0
270.2213106,2.793483943,0.687039833,0.0,6,1.977898441
290.4605061,0.686279757,0.784233065,281.8093665,6,1.596789261
356.5818511,2.405938828,1.241880061,0.0,19,2.018691287
148.5423637,0.628416234,0.679429469,0.0,7,1.969536015
133.9265109,1.096892161,0.380154139,179.0553004,23,1.263447378
279.5086659,0.354370689,0.569968703,0.0,1,1.104388444
122.6892745,1.354941964,0.368852556,0.0,14,1.0
335.0726372,2.248320373,1.351901834,104.3193776,9,1.36649577
309.0285907,1.796911566,0.748893438,112.4736813,20,1.284278894
154.4378499,3.673434731,0.833867072,111.2547554,14,1.044367714
270.3135844,1.592954273,1.141000764,0.0,1,1.100427015
271.6354347,1.93778763,0.260940123,290.9896248,2,1.50765892
37.12459278,3.596792298,0.029404518,0.0,18,1.0
324.9190464,0.344894677,0.590903688,79.59346052,4,1.812312223
181.8908541,2.386077483,0.030528471,0.0,23,1.64993568
297.5246878,2.33110636,0.435557764,0.0,18,1.157355674
115.2178564,2.538067098,0.0,33.02986769,6,1.269596734
322.3883623,0.7770745,0.059327186,213.3104865,20,1.427016791
140.1126043,1.068453169,1.08917201,0.0,13,1.625970618
3.901554533,0.432019252,0.761854751,0.0,11,2.111511616
325.9375115,0.440609515,1.319060593,85.20291125,9,1.089543384
32.86320364,1.739821634,0.587544772,0.0,9,1.845578813
114.9529095,2.911454801,0.572187117,0.0,3,1.211369029
342.0223081,0.510158978,0.686189846,0.0,17,1.140816341
342.2185729,3.413993927,2.035472514,157.0195693,5,1.196804428
206.4376397,2.968520859,1.021041895,0.0,19,1.73317429
227.4613964,0.777060175,0.263758154,0.0,3,1.071165229
161.4403879,3.091554971,0.76293686,0.0,4,1.342688008
105.5558778,2.932513482,0.661026287,0.0,13,1.094782406
118.3192363,3.555150054,0.888362009,189.2486031,8,1.128608184
242.1066442,2.035262818,1.349288005,51.36778148,14,1.840286093
270.8548306,3.204099087,0.835110234,0.0,0,1.29573804
284.9684557,2.851068595,0.451696263,228.2276837,20,1.033567564
284.2625314,3.730741603,1.345739568,145.3486409,20,1.126382808
32.8341971,0.403693745,0.07765068,0.0,12,1.411738114
177.9913097,0.80057393,0.491536267,0.0,1,1.279102916
20.72115361,0.679180777,0.960583424,124.8240431,14,1.300977484
197.8303976,0.98128252,0.283798914,193.9139274,14,1.180455624
158.9509805,2.124090521,0.579289903,177.9803088,15,1.717619821
319.5735058,1.953254856,0.319470663,154.142221,2,1.530605478
126.3294045,2.95029436,0.584664194,0.0,12,1.210146404
42.14412591,2.394411794,0.32016041,0.0,19,1.351979718
51.47700554,0.718340295,0.631617909,0.0,0,1.0
274.1438274,1.284655393,0.468150991,0.0,13,1.270502272
222.5585028,1.406012536,1.130896509,0.0,2,1.023881731
36.4041634,0.487366732,0.754199846,276.3359409,16,1.378242819
30.2784502,0.831693284,0.895251916,0.0,16,1.258611882
252.3488873,3.026780147,0.657724083,79.12520207,8,1.20364447
26.19468229,3.304513036,0.426231258,0.0,19,1.357154274
295.8696213,0.431722252,0.733920256,297.7134653,19,1.41943585
254.2472018,1.778535371,0.681117123,279.3104245,3,1.736149901
29.28556103,0.641208332,0.0,141.3972069,10,1.611428162
30.54157707,3.211543673,0.613421224,147.0942702,14,1.680434107
355.1902483,1.359636743,0.868784666,64.18135166,12,1.159191527
134.7374865,0.589447996,0.313560366,0.0,23,1.415083157
133.4311729,1.252218393,0.947008198,128.233464,19,1.993954365
292.6078442,1.869459117,0.742236676,119.0678024,11,1.261256873
341.0094879,0.715524778,0.441287525,75.23771151,14,1.351732192
354.960383,1.993360855,0.816761341,293.7125804,5,1.357084111
271.2161467,3.222413504,0.452563192,36.86583325,17,1.258416702
135.4534508,3.071073356,0.710719256,49.78866456,21,1.815262266
30.06025801,1.874881967,0.496031356,0.0,16,1.123155098
279.7728897,0.852265628,0.8196021,64.7591103,20,1.731977105
201.0255299,1.399858695,1.138729896,0.0,23,1.607802466
152.7199233,1.848668676,0.42555242,0.0,16,1.275689117
326.2875786,0.701189546,0.960890733,246.6281526,10,1.135576419
40.03109363,1.459237391,0.480415094,0.0,17,1.286918439
177.3450375,1.239744173,0.483550985,114.1773195,2,1.763686267
4.087312116,0.591141573,0.441894213,0.0,22,1.730752208
168.7178311,0.576553428,0.0,0.0,23,1.619984357
20.26917925,0.475039731,0.800142528,0.0,3,1.265428958
42.77444986,1.699193198,0.713618604,239.4078124,12,1.317428243
42.30944884,1.50320467,0.665180158,0.0,23,1.550528709
233.7157088,0.693597752,1.221808163,95.31269434,0,1.205258752
268.5761565,2.360759538,1.265848452,0.0,18,1.635033115
210.0127554,0.97200886,1.123179225,117.8341812,19,1.360689333
346.3821175,2.640009772,0.505868641,116.0874073,4,1.705585631
134.9534086,3.776669254,0.485579032,0.0,12,1.0
102.8563511,1.96376765,0.19273706,0.0,15,1.057134409
312.6956861,0.903590211,0.624734708,0.0,15,1.166814745
80.49450187,0.598306084,0.603301348,0.0,10,1.465006774
346.7601142,0.476165105,0.815377958,0.0,8,1.149664443
4.375610888,0.83091217,0.172461437,0.0,17,2.172074311
349.1563776,2.659860042,0.4502955,0.0,14,1.0
15.5375683,2.654952773,0.0,165.1906464,12,1.707866219
320.8115209,1.580043555,0.313584508,0.0,6,1.79207178
189.9723993,0.913623695,0.957053824,0.0,2,1.499312399
357.4673266,0.71320935,0.159430026,0.0,11,1.1737739
26.5667633,3.537458456,1.297591267,72.68746443,17,1.292327319
199.3875424,1.941425672,1.003560992,256.6825007,8,1.62682365
348.9489128,1.764432862,0.800496461,270.8110954,2,1.0
188.3152239,1.918979326,1.133414452,0.0,23,1.046279859
226.5835097,2.12595288,0.551586493,0.0,0,1.084966299
250.469528,0.903871849,0.304990208,244.651633,20,1.517847728
163.6347833,1.259916474,0.56162307,46.88436209,20,1.735592521
225.9209088,0.766413726,0.0,62.40176527,21,2.092392976
210.3531523,0.717148768,1.076295239,0.0,6,1.0
324.4168838,2.092066272,0.460444569,122.1161736,18,1.0
16.36069692,0.688158789,0.297917292,0.0,11,1.163147482
101.1467483,3.804212931,0.344182017,121.8190444,13,1.522451846
342.1481343,0.962416229,0.606630575,0.0,12,1.605763968
320.4949622,0.441189974,0.647849208,292.5252301,4,1.0
164.036431,1.890811894,0.541558377,0.0,11,1.450549436
223.2477352,3.958751639,0.539780155,122.1765332,7,1.0
99.85722587,0.670842441,0.819903741,0.0,5,1.416768701
67.7236175,3.342668062,0.160529699,0.0,17,1.289545033
166.9314258,1.669926342,0.690076568,0.0,6,1.260143297
127.2068021,2.696178065,0.472854843,0.0,18,1.143265335
210.1162003,2.57765556,0.0,269.7953285,14,1.264127384
27.98446931,0.553605099,0.166678705,32.73561568,9,1.428645144
350.7821308,3.686722258,0.283207657,0.0,8,1.96427739
355.035868,3.626302402,1.268157242,64.36801022,19,1.0
251.338217,1.614421298,0.781001622,0.0,15,1.19084907
192.9946919,3.55872653,0.708395768,0.0,19,1.516343378
111.4299419,0.97583996,0.405211294,0.0,3,1.275876201
292.9662071,0.64987558,0.395060568,0.0,9,1.349659799
246.5032221,0.947881028,0.126848086,86.69120169,9,1.065352202
58.54209816,2.63300428,0.469436267,0.0,7,1.630148115
327.9337864,1.33466501,1.150243748,36.93701035,0,1.0
296.1134075,0.96538526,0.072753068,76.80261751,2,1.0
341.9279688,1.213712975,0.365428811,0.0,23,2.082185778
261.259023,3.25133866,0.970474826,0.0,11,1.0
220.8294705,3.436720438,0.96938979,105.3818788,6,1.0
150.5674931,0.861873069,0.31178379,0.0,21,1.0
335.782254,0.736455467,1.065448035,37.88216417,22,1.083548512
311.7830002,0.737445729,0.426121217,0.0,0,1.292280656
16.27872124,2.437681634,0.140296167,0.0,23,1.731596495
9.492110819,1.000554185,1.199324796,0.0,19,1.490969268
135.5268121,3.645167464,0.636784273,188.9588779,0,1.205558821
291.7991991,1.836520194,0.532855415,0.0,3,1.999649859
355.4194066,1.899339409,0.669931894,174.0124291,17,1.133108476
54.1500808,3.993122839,0.212030322,0.0,4,1.32303218
213.8870575,1.022133276,0.375238565,187.9649761,0,1.347705861
137.1207084,0.887740571,1.174760732,0.0,0,1.638801689
